REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Merry Go Round,ATTR,2019-12-06 09:26:00.000,2019-12-07 00:41:00.000,2019-12-07 07:34:16.000,2019-12-06
,Log Flume,ATTR,2018-04-14 08:30:00.000,2018-04-14 22:08:00.000,2018-04-15 08:58:24.000,2018-04-14
,Bungee Jump,ATTR,2019-07-20 09:21:00.000,2019-07-20 23:03:00.000,2019-07-21 09:09:37.000,2019-07-20
,Giga Coaster,ATTR,2020-01-18 09:09:00.000,2020-01-18 20:12:00.000,2020-01-19 07:44:15.000,2020-01-18
,Crazy Dance,ATTR,2019-01-10 09:33:00.000,2019-01-10 18:12:00.000,2019-01-11 07:48:57.000,2019-01-10
,Giant Wheel,ATTR,2022-06-23 08:30:00.000,2022-06-23 23:12:00.000,2022-06-24 08:33:41.000,2022-06-23
,Scooby Doo,ATTR,2018-12-11 08:30:00.000,2018-12-11 18:14:00.000,2018-12-12 07:50:20.000,2018-12-11
,Aeroplane Ride,ATTR,2019-07-05 09:00:00.000,2019-07-06 01:35:00.000,2019-07-06 07:25:17.000,2019-07-05
,Crazy Bus,ATTR,2019-03-12 08:30:00.000,2019-03-12 18:22:00.000,2019-03-13 07:30:40.000,2019-03-12
,Swing Ride,ATTR,2019-03-20 08:30:00.000,2019-03-20 19:17:00.000,2019-03-21 07:41:25.000,2019-03-20
,Water Ride,ATTR,2018-10-15 09:51:00.000,2018-10-15 19:09:00.000,2018-10-16 07:38:12.000,2018-10-15
,Roller Coaster,ATTR,2019-03-20 10:00:00.000,2019-03-20 18:10:00.000,2019-03-21 07:41:23.000,2019-03-20
Fermeture Réhab,Bumper Cars,ATTR,2018-06-11 23:59:00.000,2018-06-11 23:59:00.000,2018-06-12 07:41:55.000,2018-06-11
,Reverse Bungee,ATTR,2018-10-02 08:24:00.000,2018-10-02 18:19:00.000,2018-10-03 07:48:37.000,2018-10-02
,Sling Shot,ATTR,2018-02-08 10:00:00.000,2018-02-08 19:08:00.000,2018-02-09 07:14:07.000,2018-02-08
,Scooby Doo,ATTR,2022-04-08 08:15:00.000,2022-04-08 20:11:00.000,2022-04-09 08:23:56.000,2022-04-08
,Dizzy Dropper,ATTR,2018-08-08 08:30:00.000,2018-08-08 22:13:00.000,2018-08-09 08:54:34.000,2018-08-08
,Spinning Coaster,ATTR,2018-06-02 08:31:00.000,2018-06-02 23:14:00.000,2018-06-03 08:36:36.000,2018-06-02
,Free Fall,ATTR,2020-02-08 10:00:00.000,2020-02-08 23:25:00.000,2020-02-09 08:09:54.000,2020-02-08
,PortAventura World,PARK,2019-08-25 08:30:00.000,2019-08-25 09:30:00.000,2019-08-26 07:49:07.000,2019-08-25
,Power Tower,ATTR,2018-04-26 08:25:00.000,2018-04-26 19:11:00.000,2018-04-27 08:00:32.000,2018-04-26
,Crazy Bus,ATTR,2018-03-15 09:26:00.000,2018-03-15 18:29:00.000,2018-03-16 08:00:34.000,2018-03-15
,Flying Coaster,ATTR,2018-04-21 09:39:00.000,2018-04-21 22:09:00.000,2018-04-22 08:50:15.000,2018-04-21
,Haunted House,ATTR,2022-07-12 09:30:00.000,2022-07-12 21:59:00.000,2022-07-13 07:51:01.000,2022-07-12
,Superman Ride,ATTR,2018-07-02 09:27:00.000,2018-07-02 17:24:00.000,2018-07-03 07:48:20.000,2018-07-02
,Roller Coaster,ATTR,2019-06-13 10:00:00.000,2019-06-13 19:33:00.000,2019-06-14 08:21:04.000,2019-06-13
,Zipline,ATTR,2022-04-30 08:30:00.000,2022-04-30 23:08:00.000,2022-05-01 08:23:39.000,2022-04-30
,Spinning Coaster,ATTR,2018-09-08 08:30:00.000,2018-09-08 22:11:00.000,2018-09-09 08:30:11.000,2018-09-08
,Spinning Coaster,ATTR,2022-06-11 09:17:00.000,2022-06-11 23:09:00.000,2022-06-12 08:52:16.000,2022-06-11
Fermeture Réhab,Drop Tower,ATTR,2019-03-11 23:59:00.000,2019-03-11 23:59:00.000,2019-03-12 08:02:08.000,2019-03-11
,PortAventura World,PARK,2019-04-28 08:30:00.000,2019-04-28 09:30:00.000,2019-04-29 07:21:56.000,2019-04-28
,Crazy Dance,ATTR,2018-10-09 09:26:00.000,2018-10-09 20:11:00.000,2018-10-10 08:18:24.000,2018-10-09
Fermeture Opérationnelle,Kiddie Coaster,ATTR,2018-03-16 23:59:00.000,2018-03-16 23:59:00.000,2018-03-17 08:06:45.000,2018-03-16
,Circus Train,ATTR,2022-08-16 09:06:00.000,2022-08-16 21:24:00.000,2022-08-17 07:34:48.000,2022-08-16
,Tivoli Gardens,PARK,2018-03-17 08:30:00.000,2018-03-17 09:30:00.000,2018-03-18 09:17:06.000,2018-03-17
,Aeroplane Ride,ATTR,2022-07-07 08:26:00.000,2022-07-07 20:25:00.000,2022-07-08 07:55:14.000,2022-07-07
,Swing Ride,ATTR,2020-01-24 08:30:00.000,2020-01-24 17:48:00.000,2020-01-25 08:07:37.000,2020-01-24
,Kiddie Coaster,ATTR,2019-02-23 09:49:00.000,2019-02-23 18:12:00.000,2019-02-24 07:30:23.000,2019-02-23
,Oz Theatre,ATTR,2020-02-20 11:00:00.000,2020-02-20 17:22:00.000,2020-02-21 09:01:09.000,2020-02-20
,Oz Theatre,ATTR,2019-07-12 10:49:00.000,2019-07-12 17:18:00.000,2019-07-13 07:20:30.000,2019-07-12
Fermeture Réhab,Himalaya Ride,ATTR,2018-06-21 23:59:00.000,2018-06-21 23:59:00.000,2018-06-22 07:38:20.000,2018-06-21
,Bumper Cars,ATTR,2018-02-02 08:30:00.000,2018-02-02 18:09:00.000,2018-02-03 08:48:24.000,2018-02-02
Fermeture Réhab,Himalaya Ride,ATTR,2022-04-02 23:59:00.000,2022-04-02 23:59:00.000,2022-04-03 07:57:07.000,2022-04-02
,Tivoli Gardens,PARK,2019-12-20 10:00:00.000,2019-12-20 18:00:00.000,2019-12-21 07:49:39.000,2019-12-20
,Zipline,ATTR,2018-12-04 08:30:00.000,2018-12-04 20:16:00.000,2018-12-05 09:08:00.000,2018-12-04
,PortAventura World,PARK,2019-09-25 10:00:00.000,2019-09-25 20:30:00.000,2019-09-26 07:40:13.000,2019-09-25
,Monorail,ATTR,2018-03-01 08:30:00.000,2018-03-01 20:29:00.000,2018-03-02 08:49:38.000,2018-03-01
,Power Tower,ATTR,2019-11-19 08:21:00.000,2019-11-19 18:04:00.000,2019-11-20 07:59:07.000,2019-11-19
,PortAventura World,PARK,2022-06-09 08:30:00.000,2022-06-09 09:30:00.000,2022-06-10 08:26:55.000,2022-06-09
,Reverse Bungee,ATTR,2020-01-26 08:24:00.000,2020-01-26 19:12:00.000,2020-01-27 07:49:36.000,2020-01-26
,Flying Coaster,ATTR,2018-04-26 09:27:00.000,2018-04-26 22:15:00.000,2018-04-27 07:59:39.000,2018-04-26
,Tivoli Gardens,PARK,2022-05-23 09:30:00.000,2022-05-23 20:00:00.000,2022-05-24 07:44:14.000,2022-05-23
Fermeture Réhab,Sling Shot,ATTR,2019-02-10 23:59:00.000,2019-02-10 23:59:00.000,2019-02-11 07:33:17.000,2019-02-10
,Roller Coaster,ATTR,2018-11-22 10:00:00.000,2018-11-22 17:58:00.000,2018-11-23 08:38:33.000,2018-11-22
,Inverted Coaster,ATTR,2022-05-18 09:30:00.000,2022-05-18 18:09:00.000,2022-05-19 09:14:08.000,2022-05-18
,Tivoli Gardens,PARK,2018-10-26 10:00:00.000,2018-10-26 20:00:00.000,2018-10-27 08:08:30.000,2018-10-26
,Tivoli Gardens,PARK,2018-01-11 10:00:00.000,2018-01-11 18:00:00.000,2018-01-12 08:48:53.000,2018-01-11
,Spiral Slide,ATTR,2020-02-06 08:30:00.000,2020-02-06 18:26:00.000,2020-02-07 09:21:11.000,2020-02-06
,Rapids Ride,ATTR,2019-02-14 09:47:00.000,2019-02-14 18:25:00.000,2019-02-15 07:12:15.000,2019-02-14
,Circus Train,ATTR,2019-01-31 10:00:00.000,2019-01-31 17:17:00.000,2019-02-01 08:46:42.000,2019-01-31
,Flying Coaster,ATTR,2019-04-06 09:41:00.000,2019-04-06 22:14:00.000,2019-04-07 09:09:17.000,2019-04-06
,Pirate Ship,ATTR,2018-06-13 09:51:00.000,2018-06-13 23:11:00.000,2018-06-14 07:33:40.000,2018-06-13
,Zipline,ATTR,2019-07-15 08:30:00.000,2019-07-15 23:12:00.000,2019-07-16 07:41:56.000,2019-07-15
,PortAventura World,PARK,2022-05-01 08:30:00.000,2022-05-01 09:30:00.000,2022-05-02 10:51:31.000,2022-05-01
,Drop Tower,ATTR,2022-08-07 08:30:00.000,2022-08-07 22:17:00.000,2022-08-08 07:39:40.000,2022-08-07
Fermeture Réhab,Swing Ride,ATTR,2018-09-25 23:59:00.000,2018-09-25 23:59:00.000,2018-09-26 09:05:20.000,2018-09-25
,Bungee Jump,ATTR,2018-11-23 09:43:00.000,2018-11-23 23:35:00.000,2018-11-24 07:56:35.000,2018-11-23
,Haunted House,ATTR,2019-09-01 09:24:00.000,2019-09-01 20:52:00.000,2019-09-02 07:35:33.000,2019-09-01
,Superman Ride,ATTR,2022-06-14 09:30:00.000,2022-06-14 17:20:00.000,2022-06-15 08:05:38.000,2022-06-14
,Scooby Doo,ATTR,2019-01-05 07:55:00.000,2019-01-05 20:18:00.000,2019-01-06 07:47:02.000,2019-01-05
,Giga Coaster,ATTR,2019-11-07 09:16:00.000,2019-11-07 18:15:00.000,2019-11-08 07:45:50.000,2019-11-07
Fermeture Réhab,Top Spin,ATTR,2020-01-25 23:59:00.000,2020-01-25 23:59:00.000,2020-01-26 07:58:29.000,2020-01-25
,Haunted House,ATTR,2018-08-09 09:46:00.000,2018-08-09 21:49:00.000,2018-08-10 08:13:48.000,2018-08-09
,Roller Coaster,ATTR,2019-07-20 10:00:00.000,2019-07-20 19:31:00.000,2019-07-21 09:09:38.000,2019-07-20
,Skyway,ATTR,2018-04-30 09:50:00.000,2018-04-30 19:01:00.000,2018-05-01 08:40:26.000,2018-04-30
,Circus Train,ATTR,2018-11-25 09:00:00.000,2018-11-25 17:21:00.000,2018-11-26 07:35:59.000,2018-11-25
,Log Flume,ATTR,2018-06-25 08:30:00.000,2018-06-25 23:09:00.000,2018-06-26 07:51:22.000,2018-06-25
Fermeture Réhab,Crazy Dance,ATTR,2022-05-24 23:59:00.000,2022-05-24 23:59:00.000,2022-05-25 07:57:52.000,2022-05-24
,Scooby Doo,ATTR,2018-08-04 08:18:00.000,2018-08-04 20:29:00.000,2018-08-05 08:07:21.000,2018-08-04
,Log Flume,ATTR,2019-01-27 08:30:00.000,2019-01-27 19:14:00.000,2019-01-28 07:26:38.000,2019-01-27
,Top Spin,ATTR,2018-05-06 10:45:00.000,2018-05-06 17:35:00.000,2018-05-07 07:21:40.000,2018-05-06
,Aeroplane Ride,ATTR,2022-05-11 07:59:00.000,2022-05-11 20:08:00.000,2022-05-12 07:53:41.000,2022-05-11
,Inverted Coaster,ATTR,2018-01-20 10:00:00.000,2018-01-20 17:00:00.000,2018-01-21 08:22:20.000,2018-01-20
,Pirate Ship,ATTR,2020-01-08 09:24:00.000,2020-01-08 18:30:00.000,2020-01-09 08:06:43.000,2020-01-08
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-03-09 23:59:00.000,2018-03-09 23:59:00.000,2018-03-10 09:22:37.000,2018-03-09
,Haunted House,ATTR,2018-06-18 10:00:00.000,2018-06-18 21:51:00.000,2018-06-19 08:08:37.000,2018-06-18
,Roller Coaster,ATTR,2018-07-29 10:00:00.000,2018-07-29 19:49:00.000,2018-07-30 07:20:02.000,2018-07-29
,Roller Coaster,ATTR,2019-08-04 10:00:00.000,2019-08-04 19:14:00.000,2019-08-05 07:23:44.000,2019-08-04
Fermeture Réhab,Merry Go Round,ATTR,2019-03-22 23:59:00.000,2019-03-22 23:59:00.000,2019-03-23 08:09:31.000,2019-03-22
,Kiddie Coaster,ATTR,2019-12-07 09:00:00.000,2019-12-07 17:13:00.000,2019-12-08 07:36:36.000,2019-12-07
,Aeroplane Ride,ATTR,2019-12-26 08:00:00.000,2019-12-26 20:24:00.000,2019-12-27 07:40:47.000,2019-12-26
,Dizzy Dropper,ATTR,2018-08-03 08:30:00.000,2018-08-03 22:14:00.000,2018-08-04 07:47:30.000,2018-08-03
,Water Ride,ATTR,2020-01-30 09:56:00.000,2020-01-30 17:42:00.000,2020-01-31 07:57:45.000,2020-01-30
Fermeture Réhab,Drop Tower,ATTR,2019-06-28 23:59:00.000,2019-06-28 23:59:00.000,2019-06-29 07:47:00.000,2019-06-28
,Skyway,ATTR,2019-07-05 12:01:00.000,2019-07-05 19:00:00.000,2019-07-06 07:25:12.000,2019-07-05
,Giant Wheel,ATTR,2018-03-04 09:46:00.000,2018-03-04 21:09:00.000,2018-03-05 08:01:35.000,2018-03-04
,Dizzy Dropper,ATTR,2018-09-01 08:30:00.000,2018-09-01 22:15:00.000,2018-09-02 08:31:56.000,2018-09-01
,Power Tower,ATTR,2022-08-15 09:16:00.000,2022-08-15 21:05:00.000,2022-08-16 07:23:46.000,2022-08-15
,PortAventura World,PARK,2018-05-28 08:30:00.000,2018-05-28 09:30:00.000,2018-05-29 07:44:21.000,2018-05-28
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-21 23:59:00.000,2018-01-21 23:59:00.000,2018-01-22 08:44:49.000,2018-01-21
Fermeture Réhab,Giant Wheel,ATTR,2018-03-23 23:59:00.000,2018-03-23 23:59:00.000,2018-03-24 08:59:56.000,2018-03-23
,Monorail,ATTR,2022-08-16 09:16:00.000,2022-08-16 21:19:00.000,2022-08-17 07:35:23.000,2022-08-16
,Swing Ride,ATTR,2022-04-18 08:30:00.000,2022-04-18 22:28:00.000,2022-04-19 07:28:57.000,2022-04-18
,Crazy Bus,ATTR,2018-12-26 07:59:00.000,2018-12-26 19:03:00.000,2018-12-27 07:34:47.000,2018-12-26
,Drop Tower,ATTR,2018-06-27 08:30:00.000,2018-06-27 22:11:00.000,2018-06-28 08:53:50.000,2018-06-27
,Kiddie Coaster,ATTR,2018-07-26 09:49:00.000,2018-07-26 20:04:00.000,2018-07-27 08:20:02.000,2018-07-26
,Flying Coaster,ATTR,2019-03-30 09:30:00.000,2019-03-30 20:22:00.000,2019-03-31 07:35:39.000,2019-03-30
,Tivoli Gardens,PARK,2019-12-19 08:30:00.000,2019-12-19 09:30:00.000,2019-12-20 08:13:20.000,2019-12-19
,Log Flume,ATTR,2018-01-13 09:51:00.000,2018-01-13 21:16:00.000,2018-01-14 08:29:03.000,2018-01-13
,Dizzy Dropper,ATTR,2018-11-13 08:30:00.000,2018-11-13 18:18:00.000,2018-11-14 08:02:43.000,2018-11-13
,Kiddie Coaster,ATTR,2018-10-13 10:00:00.000,2018-10-13 19:16:00.000,2018-10-14 08:35:46.000,2018-10-13
,Haunted House,ATTR,2018-12-26 08:13:00.000,2018-12-26 20:49:00.000,2018-12-27 07:34:42.000,2018-12-26
,Kiddie Coaster,ATTR,2018-11-22 10:00:00.000,2018-11-22 17:08:00.000,2018-11-23 08:38:49.000,2018-11-22
,Giant Wheel,ATTR,2020-02-27 08:30:00.000,2020-02-27 20:00:00.000,2020-02-28 07:42:49.000,2020-02-27
,Circus Train,ATTR,2019-10-29 09:29:00.000,2019-10-29 17:54:00.000,2019-10-30 07:59:42.000,2019-10-29
Fermeture Réhab,Bungee Jump,ATTR,2018-10-14 23:59:00.000,2018-10-14 23:59:00.000,2018-10-15 08:00:57.000,2018-10-14
,Go-Karts,ATTR,2022-06-29 08:30:00.000,2022-06-29 23:05:00.000,2022-06-30 08:01:26.000,2022-06-29
,Haunted House,ATTR,2018-01-17 10:00:00.000,2018-01-17 17:45:00.000,2018-01-18 07:53:35.000,2018-01-17
,PortAventura World,PARK,2018-08-14 08:30:00.000,2018-08-14 09:30:00.000,2018-08-15 09:16:43.000,2018-08-14
,Free Fall,ATTR,2019-06-06 10:00:00.000,2019-06-06 20:10:00.000,2019-06-07 07:41:06.000,2019-06-06
,Go-Karts,ATTR,2022-07-03 08:30:00.000,2022-07-03 23:06:00.000,2022-07-04 07:44:10.000,2022-07-03
,Crazy Bus,ATTR,2019-02-02 08:26:00.000,2019-02-02 23:37:00.000,2019-02-03 08:28:16.000,2019-02-02
,Gondola,ATTR,2022-04-04 09:30:00.000,2022-04-04 19:00:00.000,2022-04-05 08:54:29.000,2022-04-04
,Rapids Ride,ATTR,2018-12-13 10:00:00.000,2018-12-13 17:19:00.000,2018-12-14 07:57:25.000,2018-12-13
,Spinning Coaster,ATTR,2022-04-10 09:15:00.000,2022-04-10 23:11:00.000,2022-04-11 07:50:22.000,2022-04-10
,Roller Coaster,ATTR,2019-10-19 10:00:00.000,2019-10-19 18:01:00.000,2019-10-20 07:55:27.000,2019-10-19
,Gondola,ATTR,2022-04-26 09:19:00.000,2022-04-26 20:11:00.000,2022-04-27 09:04:52.000,2022-04-26
,Scooby Doo,ATTR,2019-07-25 08:26:00.000,2019-07-25 20:10:00.000,2019-07-26 09:24:55.000,2019-07-25
,Circus Train,ATTR,2018-06-23 09:26:00.000,2018-06-23 21:44:00.000,2018-06-24 07:36:17.000,2018-06-23
,PortAventura World,PARK,2022-07-17 09:30:00.000,2022-07-17 23:00:00.000,2022-07-18 07:26:13.000,2022-07-17
Fermeture Réhab,Merry Go Round,ATTR,2019-04-17 23:59:00.000,2019-04-17 23:59:00.000,2019-04-18 07:42:17.000,2019-04-17
Fermeture Réhab,Flying Coaster,ATTR,2018-06-29 23:59:00.000,2018-06-29 23:59:00.000,2018-06-30 08:53:03.000,2018-06-29
,Power Tower,ATTR,2019-07-31 09:05:00.000,2019-07-31 20:08:00.000,2019-08-01 07:54:41.000,2019-07-31
,Drop Tower,ATTR,2018-11-14 08:30:00.000,2018-11-14 18:20:00.000,2018-11-15 07:38:55.000,2018-11-14
,Haunted House,ATTR,2018-08-29 09:54:00.000,2018-08-29 21:49:00.000,2018-08-30 08:06:47.000,2018-08-29
,Spiral Slide,ATTR,2018-11-27 08:30:00.000,2018-11-27 18:15:00.000,2018-11-28 07:54:10.000,2018-11-27
,Roller Coaster,ATTR,2018-03-17 10:00:00.000,2018-03-17 18:15:00.000,2018-03-18 09:15:45.000,2018-03-17
,Scooby Doo,ATTR,2020-02-25 08:29:00.000,2020-02-25 19:39:00.000,2020-02-26 07:47:02.000,2020-02-25
Fermeture Réhab,Merry Go Round,ATTR,2019-03-17 23:59:00.000,2019-03-17 23:59:00.000,2019-03-18 07:29:43.000,2019-03-17
,Tivoli Gardens,PARK,2019-07-04 08:30:00.000,2019-07-04 09:30:00.000,2019-07-05 07:36:06.000,2019-07-04
,Himalaya Ride,ATTR,2018-09-05 10:00:00.000,2018-09-05 21:06:00.000,2018-09-06 09:05:35.000,2018-09-05
,Rapids Ride,ATTR,2018-10-13 10:00:00.000,2018-10-13 19:17:00.000,2018-10-14 08:35:46.000,2018-10-13
Fermeture Réhab,Water Ride,ATTR,2019-12-11 23:59:00.000,2019-12-11 23:59:00.000,2019-12-12 09:08:15.000,2019-12-11
,Roller Coaster,ATTR,2019-04-19 10:00:00.000,2019-04-19 19:37:00.000,2019-04-20 07:43:05.000,2019-04-19
,Spinning Coaster,ATTR,2022-04-12 09:18:00.000,2022-04-12 23:04:00.000,2022-04-13 08:20:15.000,2022-04-12
,Bumper Cars,ATTR,2019-09-29 08:30:00.000,2019-09-29 20:00:00.000,2019-09-30 07:44:12.000,2019-09-29
,Sling Shot,ATTR,2022-05-30 08:19:00.000,2022-05-30 20:09:00.000,2022-05-31 08:18:31.000,2022-05-30
,PortAventura World,PARK,2019-06-14 08:30:00.000,2019-06-14 09:30:00.000,2019-06-15 08:24:59.000,2019-06-14
,Zipline,ATTR,2019-02-22 08:25:00.000,2019-02-22 19:31:00.000,2019-02-23 07:34:30.000,2019-02-22
,Inverted Coaster,ATTR,2018-07-06 09:59:00.000,2018-07-06 17:00:00.000,2018-07-07 09:11:43.000,2018-07-06
,Tivoli Gardens,PARK,2019-12-06 08:30:00.000,2019-12-06 09:30:00.000,2019-12-07 07:34:37.000,2019-12-06
,Go-Karts,ATTR,2018-01-14 09:53:00.000,2018-01-14 20:12:00.000,2018-01-15 08:49:24.000,2018-01-14
,Circus Train,ATTR,2019-07-27 09:53:00.000,2019-07-27 22:02:00.000,2019-07-28 08:08:34.000,2019-07-27
,Himalaya Ride,ATTR,2018-04-12 09:47:00.000,2018-04-12 22:00:00.000,2018-04-13 08:09:34.000,2018-04-12
Fermeture Réhab,Bungee Jump,ATTR,2019-09-17 23:59:00.000,2019-09-17 23:59:00.000,2019-09-18 07:35:37.000,2019-09-17
,Go-Karts,ATTR,2018-01-22 10:00:00.000,2018-01-22 19:08:00.000,2018-01-23 09:01:52.000,2018-01-22
,Sling Shot,ATTR,2018-05-24 08:34:00.000,2018-05-24 19:16:00.000,2018-05-25 07:44:47.000,2018-05-24
,Drop Tower,ATTR,2018-04-02 08:30:00.000,2018-04-02 21:11:00.000,2018-04-03 07:45:42.000,2018-04-02
,Gondola,ATTR,2019-12-19 08:59:00.000,2019-12-19 18:19:00.000,2019-12-20 08:12:52.000,2019-12-19
Fermeture Réhab,Log Flume,ATTR,2020-01-14 23:59:00.000,2020-01-14 23:59:00.000,2020-01-15 08:27:55.000,2020-01-14
,Log Flume,ATTR,2022-06-13 08:30:00.000,2022-06-13 23:08:00.000,2022-06-14 10:08:46.000,2022-06-13
,Bungee Jump,ATTR,2018-11-17 09:00:00.000,2018-11-17 22:03:00.000,2018-11-18 08:18:01.000,2018-11-17
,Monorail,ATTR,2019-05-26 08:30:00.000,2019-05-26 20:22:00.000,2019-05-27 07:42:05.000,2019-05-26
,Merry Go Round,ATTR,2019-07-03 09:49:00.000,2019-07-03 23:12:00.000,2019-07-04 07:45:41.000,2019-07-03
,Giant Wheel,ATTR,2019-02-18 09:46:00.000,2019-02-18 19:21:00.000,2019-02-19 07:46:37.000,2019-02-18
,Bungee Jump,ATTR,2018-07-14 09:54:00.000,2018-07-14 23:03:00.000,2018-07-15 07:58:12.000,2018-07-14
,Merry Go Round,ATTR,2022-06-21 09:30:00.000,2022-06-21 23:08:00.000,2022-06-22 09:11:54.000,2022-06-21
,Spiral Slide,ATTR,2019-07-01 08:30:00.000,2019-07-01 19:30:00.000,2019-07-02 07:49:14.000,2019-07-01
,Skyway,ATTR,2022-06-26 08:30:00.000,2022-06-26 20:06:00.000,2022-06-27 09:12:51.000,2022-06-26
,Himalaya Ride,ATTR,2018-02-06 09:47:00.000,2018-02-06 20:05:00.000,2018-02-07 09:09:30.000,2018-02-06
,Log Flume,ATTR,2018-06-10 08:30:00.000,2018-06-10 23:06:00.000,2018-06-11 08:04:52.000,2018-06-10
,Aeroplane Ride,ATTR,2020-02-29 08:30:00.000,2020-02-29 20:08:00.000,2020-03-01 07:34:39.000,2020-02-29
,Go-Karts,ATTR,2018-03-30 08:30:00.000,2018-03-30 21:12:00.000,2018-03-31 08:38:49.000,2018-03-30
,Log Flume,ATTR,2018-10-31 08:30:00.000,2018-11-01 02:08:00.000,2018-11-01 09:16:38.000,2018-10-31
,Reverse Bungee,ATTR,2019-09-01 09:33:00.000,2019-09-01 20:25:00.000,2019-09-02 07:35:48.000,2019-09-01
,Giant Wheel,ATTR,2019-05-01 08:30:00.000,2019-05-01 22:23:00.000,2019-05-02 07:41:18.000,2019-05-01
Fermeture Réhab,Top Spin,ATTR,2019-10-13 23:59:00.000,2019-10-13 23:59:00.000,2019-10-14 07:42:04.000,2019-10-13
,Superman Ride,ATTR,2018-08-25 09:27:00.000,2018-08-25 17:24:00.000,2018-08-26 08:23:38.000,2018-08-25
Fermeture Opérationnelle,Rapids Ride,ATTR,2018-03-09 23:59:00.000,2018-03-09 23:59:00.000,2018-03-10 09:22:40.000,2018-03-09
,Superman Ride,ATTR,2019-03-28 09:33:00.000,2019-03-28 17:49:00.000,2019-03-29 08:00:35.000,2019-03-28
,Go-Karts,ATTR,2019-08-31 08:19:00.000,2019-08-31 23:00:00.000,2019-09-01 07:39:12.000,2019-08-31
,Himalaya Ride,ATTR,2019-11-12 09:39:00.000,2019-11-12 19:14:00.000,2019-11-13 07:39:26.000,2019-11-12
,Reverse Bungee,ATTR,2022-04-01 08:27:00.000,2022-04-01 18:05:00.000,2022-04-02 08:01:25.000,2022-04-01
,Drop Tower,ATTR,2018-01-14 08:30:00.000,2018-01-14 19:24:00.000,2018-01-15 08:49:27.000,2018-01-14
,Sling Shot,ATTR,2022-06-04 08:24:00.000,2022-06-04 20:01:00.000,2022-06-05 08:21:11.000,2022-06-04
,Power Tower,ATTR,2018-02-12 08:37:00.000,2018-02-12 20:00:00.000,2018-02-13 08:33:17.000,2018-02-12
,Crazy Dance,ATTR,2019-07-28 08:59:00.000,2019-07-28 23:09:00.000,2019-07-29 07:54:06.000,2019-07-28
,Tivoli Gardens,PARK,2018-11-09 08:30:00.000,2018-11-09 09:30:00.000,2018-11-10 08:21:52.000,2018-11-09
,Spinning Coaster,ATTR,2018-10-10 08:28:00.000,2018-10-10 20:08:00.000,2018-10-11 08:45:52.000,2018-10-10
,Scooby Doo,ATTR,2018-04-07 08:30:00.000,2018-04-07 20:17:00.000,2018-04-08 08:45:29.000,2018-04-07
,Gondola,ATTR,2018-12-27 09:00:00.000,2018-12-27 19:37:00.000,2018-12-28 07:35:39.000,2018-12-27
,Inverted Coaster,ATTR,2022-07-17 09:27:00.000,2022-07-17 17:41:00.000,2022-07-18 07:26:08.000,2022-07-17
Fermeture Réhab,Pirate Ship,ATTR,2019-04-30 23:59:00.000,2019-04-30 23:59:00.000,2019-05-01 07:40:34.000,2019-04-30
,Scooby Doo,ATTR,2018-04-27 08:30:00.000,2018-04-27 19:24:00.000,2018-04-28 08:41:17.000,2018-04-27
,Haunted House,ATTR,2019-08-07 08:50:00.000,2019-08-07 21:58:00.000,2019-08-08 07:44:40.000,2019-08-07
Fermeture Opérationnelle,Top Spin,ATTR,2022-08-08 23:59:00.000,2022-08-08 23:59:00.000,2022-08-09 07:26:08.000,2022-08-08
,Oz Theatre,ATTR,2022-08-14 12:00:00.000,2022-08-14 17:17:00.000,2022-08-15 07:20:43.000,2022-08-14
,Reverse Bungee,ATTR,2019-03-21 09:42:00.000,2019-03-21 18:23:00.000,2019-03-22 07:45:21.000,2019-03-21
,Skyway,ATTR,2018-07-03 09:51:00.000,2018-07-03 19:19:00.000,2018-07-04 07:38:11.000,2018-07-03
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-07-02 23:59:00.000,2019-07-02 23:59:00.000,2019-07-03 07:50:49.000,2019-07-02
,Monorail,ATTR,2018-09-05 08:30:00.000,2018-09-05 18:48:00.000,2018-09-06 09:05:45.000,2018-09-05
,Log Flume,ATTR,2019-11-01 08:12:00.000,2019-11-01 22:07:00.000,2019-11-02 08:03:54.000,2019-11-01
,Tivoli Gardens,PARK,2022-05-27 08:30:00.000,2022-05-27 09:30:00.000,2022-05-28 08:23:29.000,2022-05-27
,Power Tower,ATTR,2019-11-16 08:25:00.000,2019-11-16 20:06:00.000,2019-11-17 08:07:37.000,2019-11-16
,Kiddie Coaster,ATTR,2019-11-27 10:00:00.000,2019-11-27 17:13:00.000,2019-11-28 07:43:45.000,2019-11-27
,Monorail,ATTR,2018-03-08 08:28:00.000,2018-03-08 20:16:00.000,2018-03-09 08:52:52.000,2018-03-08
,Roller Coaster,ATTR,2019-04-18 10:00:00.000,2019-04-18 19:39:00.000,2019-04-19 08:04:18.000,2019-04-18
,Spiral Slide,ATTR,2019-11-18 08:30:00.000,2019-11-18 18:20:00.000,2019-11-19 07:54:30.000,2019-11-18
